"supplier_name","po_value","pro_class_description","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Access Independent","8400","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","13155","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","25000","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2448","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","5850","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","3600","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2100","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Capita Business Services Ltd","40000","Consultancy   ","48000000|48190000|66110000|72000000|72100000|72212517|72267000|79000000|79512000|79600000|79620000|79810000|80000000|80420000|80500000|80510000|80511000|80532000","|79700000","|79610000","|79000000","|79611000","","","","","","","","","","","","","","","","","","","","","","",""
"Capita Business Services Ltd,","40000","Consultancy   ","48000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"CARETOWER LTD","12531.9","Information Communication Technology  ","48000000|48730000","|72000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARETOWER LTD","12531.9","Information Communication Technology  ","48000000|48730000","|72000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","10000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12100","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6100","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","44520","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","9000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","15000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","9528","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","78440","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","45580","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","13698","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6480","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3600","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3600","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6480","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12750","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","21010.7","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","105364","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","40280","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","26624.1","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12609.7","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","26624.1","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","8424.07","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","41340","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","17455.1","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6694.92","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","15703","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","130107","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","38160","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","300","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","8500","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6100","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","5500","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","7800","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6787","Horticultural  ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","25440","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","10000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","11660","Information Communication Technology  ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","6360","Information Communication Technology  ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","12500","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","3000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","10000","Consultancy   ","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","29066.2","Supplies and services","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","216000","Supplies and services","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBRE","16393","Supplies and services","63000000|70000000|71000000|79993000","|79000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
