"supplier_name","account_name","service","total_value","privilege","trade_cat","service_category"
"ELECTORAL REFORM SERVICES","PRINTING & STATIONERY","RESOURCES","8521.79","Paper","22800000","misc"
"ELECTORAL REFORM SERVICES","EXPENSES - GENERAL","RESOURCES","5278.44","Paper","22000000","misc"
"FORBES SOLICITORS","INPUT VAT -  ADJUSTMENTS","RESOURCES","40000","Legal","79100000","misc"
"FORBES SOLICITORS","INPUT VAT -  ADJUSTMENTS","RESOURCES","40000","Legal","79111000","misc"
"FORBES SOLICITORS","INPUT VAT -  ADJUSTMENTS","RESOURCES","50000","Data","72300000","misc"
"FORBES SOLICITORS","INPUT VAT -  ADJUSTMENTS","RESOURCES","50000","Data","72300000","misc"
"GATENBY SANDERSON","CONSULTANT FEES","RESOURCES","12000","Legal","79000000","misc"
"GATENBY SANDERSON","RECRUITMENT AGENCY FEES","RESOURCES","5712","Legal","79000000","misc"
"GATENBY SANDERSON","RECRUITMENT AGENCY FEES","RESOURCES","6600","Legal","79000000","misc"
"GRANT THORNTON UK LLP","FEES / COMMISSION","RESOURCES","154973","Legal","79210000","misc"
"GRANT THORNTON UK LLP","FEES / COMMISSION","RESOURCES","5718","Legal","79210000","misc"
"GRANT THORNTON UK LLP","FEES / COMMISSION","RESOURCES","20065","Legal","79210000","misc"
"GRANT THORNTON UK LLP","FEES / COMMISSION","RESOURCES","20065","Legal","79210000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","5563.94","Health","85100000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","6271.03","Health","85100000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","5090.95","Health","85100000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","5240.48","Health","85100000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","6243.57","Health","85100000","misc"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","RESOURCES","82564","Health","85100000","misc"
"HILL DICKINSON LLP","PROFESSIONAL FEES","RESOURCES","6904.27","Education","80500000","misc"
"HILL DICKINSON LLP","PROFESSIONAL FEES","RESOURCES","6840","Education","80500000","misc"
"HILL DICKINSON LLP","PROFESSIONAL FEES","RESOURCES","6399","Education","80500000","misc"
"HILL DICKINSON LLP","PROFESSIONAL FEES","RESOURCES","27755.7","Legal","79100000","misc"
"JACOBS","INPUT VAT -  ADJUSTMENTS","RESOURCES","50000","Material Handling","45111100","misc"
"KPMG LLP","PROFESSIONAL FEES","RESOURCES","9958","Data","72000000","misc"
"KPMG LLP","FEES / COMMISSION","RESOURCES","10000","Data","72000000","misc"
"LINK TREASURY SERVICES LIMITED","ADVICE/SUPPORT","RESOURCES","14268.9","Insurance","66000000","misc"
"LINK TREASURY SERVICES LIMITED","ADVICE/SUPPORT","RESOURCES","6506.93","Insurance","66000000","misc"
"LINK TREASURY SERVICES LIMITED","ADVICE/SUPPORT","RESOURCES","14611.6","Insurance","66000000","misc"
"LOCAL GOVERNMENT ASSOCIATION","TRAINING-NON QUALIFICATION","RESOURCES","15000","Education","80000000","misc"
"MAZARS LLP","FEES / COMMISSION","RESOURCES","105007","Legal","79212100","misc"
"MAZARS LLP","FEES / COMMISSION","RESOURCES","105007","Legal","79212100","misc"
"MAZARS LLP","FEES / COMMISSION","RESOURCES","26254","Legal","79212100","misc"
"MHR","SOFTWARE","RESOURCES","9204.57","Data","48000000","misc"
"MHR","SOFTWARE","RESOURCES","8766.21","Data","48000000","misc"
"MHR","SOFTWARE","RESOURCES","9204.51","Data","48000000","misc"
"MHR","SOFTWARE","RESOURCES","9664.8","Data","48000000","misc"
"MHR","PROFESSIONAL FEES","RESOURCES","5000","Data","48000000","misc"
"MHR","PROFESSIONAL FEES","RESOURCES","5000","Data","48000000","misc"
"MHR","SOFTWARE","RESOURCES","7500","Data","48000000","misc"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","RESOURCES","14400","Legal","79800000","misc"
"PORTAKABIN LIMITED","ROOM HIRE","RESOURCES","12508","Products","24955000","misc"
"PORTAKABIN LIMITED","EQUIPMENT - GENERAL","RESOURCES","10678","Products","24955000","misc"
"PORTAKABIN LIMITED","ROOM HIRE","RESOURCES","14310","Products","24955000","misc"
"PORTAKABIN LIMITED","ROOM HIRE","RESOURCES","14310","Products","24955000","misc"
"PORTAKABIN LIMITED","ROOM HIRE","RESOURCES","11851","Material","44211100","misc"
"ROYAL MAIL GROUP PLC","PRINTING & STATIONERY","RESOURCES","57486","Data","30130000","misc"
"ROYAL MAIL GROUP PLC","PRINTING & STATIONERY","RESOURCES","5577.89","Data","30130000","misc"
"ROYAL MAIL GROUP PLC","PRINTING & STATIONERY","RESOURCES","11682.3","Data","30130000","misc"
"ROYAL MAIL GROUP PLC","POSTAGE","RESOURCES","10000","Data","30130000","misc"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","TRAINING","RESOURCES","7280","Transport","60120000","misc"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","19248.3","Data","72200000","misc"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","20018.3","Data","48610000","misc"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","18723.7","Legal","79970000","misc"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","18723.7","Legal","79970000","misc"
"TUSKERDIRECT LIMITED","TRANSACTIONS-EXPENDITURE","RESOURCES","100000","Data","48220000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","13119","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","13119","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","13119","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","7946.7","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","68950","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","14069","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","5605","Legal","79100000","misc"
"WEIGHTMANS LLP","PROFESSIONAL FEES","RESOURCES","11203","Legal","79100000","misc"
"CARE QUALITY COMMISSION","FEES / COMMISSION","LEARNING DIS & MENTAL HEALTH","5553","Development","73000000","health"
"GATENBY SANDERSON","AGENCY STAFF","LEARNING DIS & MENTAL HEALTH","9907.2","Development","73300000","health"
"GATENBY SANDERSON","AGENCY STAFF","LEARNING DIS & MENTAL HEALTH","6604.8","Development","73300000","health"
"MAKING SPACE","VOLUNTARY ASSOCIATIONS","LEARNING DIS & MENTAL HEALTH","58918","Health","85300000","health"
"MAKING SPACE","VOLUNTARY ASSOCIATIONS","LEARNING DIS & MENTAL HEALTH","23893","Social","98000000","health"
"MAKING SPACE","VOLUNTARY ASSOCIATIONS","LEARNING DIS & MENTAL HEALTH","29459","Social","98000000","health"
"MAKING SPACE","VOLUNTARY ASSOCIATIONS","LEARNING DIS & MENTAL HEALTH","23893","Health","85000000","health"
"MAKING SPACE","VOLUNTARY ASSOCIATIONS","LEARNING DIS & MENTAL HEALTH","29459","Health","85000000","health"
"PREPAID FINANCIAL SERVICES","CONTRACTED SERVICES","LEARNING DIS & MENTAL HEALTH","7200","Insurance","66000000","health"
"ROCHDALE BOROUGHWIDE HOUSING","EXPENSES - GENERAL","LEARNING DIS & MENTAL HEALTH","5908.8","Legal","79210000","health"
"ROYAL MENCAP SOCIETY","SUPPORTED LIVING","LEARNING DIS & MENTAL HEALTH","33436","Health","85000000","health"
"SECURITY PLUS LIMITED","SECURITY","LEARNING DIS & MENTAL HEALTH","8000","Material","44421790","health"
"HILL DICKINSON LLP","PROJECTS","ADULT CARE LCO FUNCTIONS","6399","Education","80500000","health"
"PREPAID FINANCIAL SERVICES","CONTRACTED SERVICES","ADULT CARE LCO FUNCTIONS","7200","Insurance","66000000","health"
"PREPAID FINANCIAL SERVICES","CONTRACTED SERVICES","ADULT CARE LCO FUNCTIONS","6856","Data","30161000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","50000","Transport","60120000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","7500","Transport","60120000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","7500","Transport","60120000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","7500","Transport","60120000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","ADULT CARE LCO FUNCTIONS","39600","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","30000","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","19999.9","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","46800","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","42000","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","8410","Health","85121251","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PURCHASE OF FURNITURE AND EQUIPMENT","ADULT CARE LCO FUNCTIONS","7495.94","Health","85121251","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PURCHASE OF FURNITURE AND EQUIPMENT","ADULT CARE LCO FUNCTIONS","9358.22","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","6666.64","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","19999.9","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","30000","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","19999.9","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","ADULT CARE LCO FUNCTIONS","44400","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","48000","Media","32410000","health"
"VIRGIN MEDIA BUSINESS","COMMUNICATION AND COMPUTING - GENERAL","ADULT CARE LCO FUNCTIONS","13056","Media","32000000","health"
"KEOGHS LLP","INPUT VAT -  ADJUSTMENTS","CONTROL ACCOUNT","20000","Administration","75231000","member"
"WEIGHTMANS LLP","INPUT VAT -  ADJUSTMENTS","CONTROL ACCOUNT","5000","Insurance","66000000","member"
"PRICE WATERHOUSE COOPERS","SERVICE LEVEL AGREEMENTS","BETTER CARE FUND POOLED BUDGET","63000","Insurance","66000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","458333","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","458333","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","458333","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","458333","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","475910","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","500972","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","921444","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","460722","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","460722","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","502947","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469167","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","538674","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","469637","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","539205","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","475910","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","475910","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","475910","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","475910","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","488440","Media","32410000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","PHYSICAL DIS & OLDER PEOPLE","5000","Material Handling","43000000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","ACTIVITIES","PHYSICAL DIS & OLDER PEOPLE","50000","Transport","34000000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","PHYSICAL DIS & OLDER PEOPLE","5000","Transport","60120000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","ACTIVITIES","PHYSICAL DIS & OLDER PEOPLE","50000","Transport","60120000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","34920","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","38400","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","10000","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","16666.7","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","38400","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","5831","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","13333.3","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","20000","Health","85000000","health"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","5440","Education","80000000","health"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","5440","Development","73000000","health"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","7700","Food","15930000","health"
"WEIGHTMANS LLP","CONTRACTED SERVICES","COMMISSIONING AND STATUTORY","6930","Legal","79100000","member"
