Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2019-01-03,ZZS654492,1,12841,AFG Law,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Fees Budget,6101.18
2019-01-21,ZZS655389,1,3771,Warrington MBC,280000,Legal Services  ,Legal Fees,Corporate and Support Services,Legal Fees Budget,7923.68
2019-01-28,ZZS655733,1,9816,Temperley Taylor LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Fees Budget,15180.40
2019-01-28,ZZS655744,1,7452,Big Button Media Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,8500.00
2019-02-05,ZZS656242,1,12589,Garratts Solicitors,280000,Legal Services  ,Legal Fees,Corporate and Support Services,Legal Fees Budget,12757.50
2019-02-07,ZZS656360,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,33921.66
2019-02-14,ZZS656755,1,909,DWF LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Fees Budget,11054.92
2019-02-14,ZZS656755,2,909,DWF LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Fees Budget,4456.50
2019-02-14,ZZS656755,3,909,DWF LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Fees Budget,12039.93
2019-02-19,ZZS656949,1,7684,CDW Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Traded (SHG),5489.05
2019-03-25,ZZS658802,1,10678,Servelec Education Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,6300.00
2019-03-04,ZPC657617,1,11021,The Laurus Trust (Cheadle Hulm,150000,Consultancy   ,Professional Fees,Services to People,Cedars PRU,22050.00
2019-01-18,ZSB655340,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields PRU,6367.72
2019-02-12,ZSB656632,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Schools referral-ACE,5501.28
2019-01-22,ZAV655498,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,5313.12
2019-01-22,ZAV655498,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,9.00
2019-02-14,ZAV656756,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,4524.00
2019-02-14,ZAV656756,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,417.60
2019-02-14,ZAV656756,3,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,762.00
2019-02-14,ZAV656756,4,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,501.00
2019-02-14,ZAV656756,5,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,15.00
2019-03-05,ZAV657660,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Service,1508.00
2019-03-05,ZAV657660,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Service,139.20
2019-03-05,ZAV657660,3,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Service,508.00
2019-03-05,ZAV657660,4,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,2262.00
2019-03-05,ZAV657660,5,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,208.80
2019-03-05,ZAV657660,6,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,381.00
2019-03-06,ZAV657770,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,5551.00
2019-03-06,ZAV657770,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,130.00
2019-03-07,ZAV657892,1,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,5565.60
2019-03-07,ZAV657892,2,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,150.00
2019-03-07,ZAV657892,3,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,510.00
2019-03-07,ZAV657901,1,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,6120.00
2019-03-07,ZAV657901,2,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,510.00
2019-03-07,ZAV657901,3,12351,Getech,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,150.00
2019-03-14,ZAV658265,1,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,9300.00
2019-03-14,ZAV658265,2,12402,VeryPC Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT AVA Non - SLA,202.40
2019-01-07,ZSA654646,1,1644,Tameside MBC,150000,Consultancy   ,Professional Fees,Services to People,Safeguarding Adults,51048.00
2019-01-03,ZSA654493,1,3188,Northgate Public Services,380000,Vehicle Management  ,Driving and Vehicle Licences,Corporate and Support Services,Driver Assessment,6000.00
2019-01-22,ZSA655479,1,11156,David Hunter,261500,Human Resources Training & Conferences ,Expenses and Allowances,Services to People,SA Board,6000.00
2019-01-28,ZSA655736,1,8880,HAS Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,A&C Payments Team,140745.00
2019-02-15,ZSA656868,1,9715,NHS Stockport CCG,260000,Human Resources  ,Other Payments,Services to People,Proactive Care,285875.00
2019-02-07,ZSA656374,1,13393,Valtech Limited,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,Marple Running Costs,6000.00
2019-02-19,ZSA656993,1,11362,Gill Frame,999999,Fees and Charges,Fees and Charges,Services to People,Safeguarding Adults,15000.00
2019-02-21,ZSA657101,1,13425,Paul Cheeseman,261500,Human Resources Training & Conferences ,Expenses and Allowances,Services to People,SA Board,5000.00
2019-03-08,ZSA657970,1,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,4740.00
2019-03-08,ZSA657970,2,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,1380.00
2019-03-08,ZSA657972,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,5120.00
2019-03-08,ZSA657972,2,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,2250.00
2019-03-08,ZSA657972,3,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,816.00
2019-03-08,ZSA657972,4,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,27.00
2019-03-08,ZSA657972,5,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,19.50
2019-03-13,ZSA658166,1,12193,Greater Manchester Combined Au,999999,Fees and Charges,Fees and Charges,Services to People,S&P Support,29742.00
2019-03-28,ZSA659037,1,3664,Main and Main,202000,Financial Services Rents ,Rents,Services to People,Queensway,10800.00
2019-03-15,ZSA658340,1,1644,Tameside MBC,999999,Fees and Charges,Fees and Charges,Services to People,*Ss&Reg: Ad-S.& Perf,7500.00
2019-03-22,ZSA658754,1,9715,NHS Stockport CCG,260000,Human Resources  ,Other Payments,Services to People,Proactive Care,327537.00
2019-03-22,ZSA658753,1,9715,NHS Stockport CCG,260000,Human Resources  ,Other Payments,Services to People,Transformation Fund,51000.00
2019-03-22,ZSA658752,1,7162,OLM Financial Management Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,*Ss&Reg: Ad-S.& Perf,5208.33
2019-03-26,ZSA658851,1,10036,Social Lettings Stockport Home,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,iBCF,5764.88
2019-03-29,ZSA659109,1,10337,SIGNPOST STOCKPORT for CARERS,190000,Facilities & Management Services  ,Office Expenses,Services to People,Asian Heritage Staff,7050.00
2019-01-08,ZSA654734,1,7830,IEG4  LTD,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,Social Fund - Admin,12600.00
2019-01-04,ZZC654552,1,6189,CACI SoftSmart Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,YOS Non-Staffing,6750.00
2019-01-03,ZZC654503,1,11967,POST ADOPTION CENTRE,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,15000.00
2019-01-03,ZZC654502,1,2463,Hampshire County Council,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2019-01-04,ZZC654538,1,1382,Pure Innovations Ltd,150000,Consultancy   ,Professional Fees,Services to People,SEN Trans-T Training,32637.50
2019-01-04,ZZC654538,2,1382,Pure Innovations Ltd,150000,Consultancy   ,Professional Fees,Services to People,SEN Trans-T Training,32637.50
2019-01-04,ZZC654538,3,1382,Pure Innovations Ltd,150000,Consultancy   ,Professional Fees,Services to People,SEN Trans-T Training,32637.50
2019-01-10,ZZC654850,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,22557.05
2019-01-10,ZZC654875,1,12974,Andrew Webb Consulting Limited,150000,Consultancy   ,Professional Fees,Services to People,Tameside Partnership,18000.00
2019-01-11,ZZC654959,1,12188,ST JOHN VIANNEY,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,12565.00
2019-01-11,ZZC654974,1,8244,NCER CIC,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,7392.71
2019-01-11,ZZC654974,2,8244,NCER CIC,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,1247.36
2019-01-14,ZZC655025,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,14469.65
2019-01-14,ZZC655048,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,12804.08
2019-01-18,ZZC655364,1,12298,One Education Ltd,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,5000.00
2019-01-17,ZZC655272,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,9056.54
2019-01-22,ZZC655431,1,12171,KEYS CHILDCARE LTD,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,23750.00
2019-01-22,ZZC655458,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,5955.62
2019-01-23,ZZC655585,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,10750.00
2019-01-31,ZZC655984,1,5224,After Adoption,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,50000.00
2019-01-28,ZZC655765,1,4668,Tameside College,999999,Fees and Charges,Fees and Charges,Services to People,SEN Trans-Post 16-Sp,9000.00
2019-02-08,ZZC656476,1,2104,Central Manchester University,310000,Healthcare  ,Third party payments - Public Sector,Services to People,RAA - Ctr Excellence,25146.00
2019-02-08,ZZC656476,1,2104,Central Manchester University,310000,Healthcare  ,Third party payments - Public Sector,Services to People,RAA Adoption Count,26174.00
2019-02-06,ZZC656291,1,815,University of Manchester,150000,Consultancy   ,Professional Fees,Services to People,SI - Advisers,8147.00
2019-02-06,ZZC656293,1,11466,High Peak School Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,11250.00
2019-02-06,ZZC656294,1,11466,High Peak School Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,18054.00
2019-02-06,ZZC656308,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,4708.30
2019-02-06,ZZC656308,2,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,377.00
2019-02-14,ZZC656750,1,13414,Horizon Care & Education Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,21720.00
2019-02-15,ZZC656838,1,7166,THE DARTINGTON HALL TRUST,150000,Consultancy   ,Professional Fees,Services to People,WD-Staff Dev-Grants,8967.00
2019-02-27,ZZC657403,1,2059,NSPCC,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,SG - Child Prot-Lscb,5600.00
2019-02-19,ZZC656964,1,8766,ADOPTION MATTERS NORTHWEST,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2019-02-19,ZZC656963,1,3404,Kent County Council,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2019-02-19,ZZC656978,1,13109,4 Mental Health Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,PH-Mental Wellbeing,8800.00
2019-02-19,ZZC656978,2,13109,4 Mental Health Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,PH-Mental Wellbeing,1800.00
2019-02-22,ZZC657155,1,13315,London Borough of Enfield,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,47300.00
2019-02-20,ZZC657040,1,6189,CACI SoftSmart Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,YOS Non-Staffing,12178.15
2019-02-22,ZZC657154,1,8766,ADOPTION MATTERS NORTHWEST,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,9641.74
2019-02-26,ZZC657361,1,12671,Excel Social Work and Therapeu,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,5490.00
2019-02-28,ZZC657423,1,1104,Age UK Stockport,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,9600.00
2019-02-28,ZZC657423,2,1104,Age UK Stockport,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,500.00
2019-02-28,ZZC657423,3,1104,Age UK Stockport,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,350.00
2019-03-06,ZZC657809,1,8766,ADOPTION MATTERS NORTHWEST,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,7985.17
2019-02-28,ZZC657506,1,1339,Stockport NHS Foundation Trust,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,*PH-Children & YP,5000.00
2019-03-06,ZZC657808,1,13458,Yorkshire Adoption Agency,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,43000.00
2019-03-04,ZZC657601,1,12550,Castles Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Specific support,6768.00
2019-03-04,ZZC657601,2,12550,Castles Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Specific support,17040.00
2019-03-06,ZZC657766,1,13460,FWL & Associates,150000,Consultancy   ,Professional Fees,Services to People,Dir-Directorate,15785.00
2019-03-20,ZZC658573,1,12677,Adopters for Adoption Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2019-03-29,ZZC659090,1,13460,FWL & Associates,150000,Consultancy   ,Professional Fees,Services to People,Dir-Directorate,31570.00
2019-03-08,ZZC657948,1,421,Bond Solon Training Ltd,150000,Consultancy   ,Professional Fees,Services to People,CYP ASYE,10688.90
2019-03-20,ZZC658572,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,5000.00
2019-03-13,ZZC658173,1,12269,PENARTH GROUP,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,8640.15
2019-03-20,ZZC658645,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Partners In Practice,18200.00
2019-03-20,ZZC658645,2,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Partners In Practice,54600.00
2019-03-14,ZZC658270,1,10409,Emis Health,999999,Fees and Charges,Fees and Charges,Services to People,PH-Intelligence,7709.50
2019-03-14,ZZC658270,2,10409,Emis Health,999999,Fees and Charges,Fees and Charges,Services to People,PH-Intelligence,1059.69
2019-03-22,ZZC658723,2,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,6587.00
2019-03-22,ZZC658723,3,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,9566.00
2019-03-22,ZZC658723,4,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,3985.83
2019-03-22,ZZC658723,5,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,1537.08
2019-03-22,ZZC658723,6,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,8609.26
2019-03-22,ZZC658723,7,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,2744.58
2019-03-20,ZZC658571,1,13483,London Borough of Bexley,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,29700.00
2019-03-22,ZZC658771,1,1756,CoramBAAF,200000,Financial Services  ,Fees and Charges,Services to People,RAA Adoption Count,11105.55
2019-03-21,ZZC658691,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,6972.87
2019-03-22,ZZC658770,1,5224,After Adoption,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2019-03-26,ZZC658849,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,6237.00
2019-03-26,ZZC658856,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,7623.00
2019-03-28,ZZC658981,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,6190.00
2019-03-29,ZZC659120,1,13493,Sheffield City Council,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2019-03-29,ZZC659119,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,5000.00
2019-03-29,ZZC659118,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant,5000.00
2019-01-17,ZZP655312,1,3154,Deloitte MCS Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Town Centre Devt Tea,20000.00
2019-01-07,ZZP654576,1,10678,Servelec Education Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Liquid Logic Proj,6300.00
2019-01-02,ZZP654456,1,10203,PINSENT MASONS LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,30000.00
2019-01-03,ZZP654497,1,6857,SITEIMPROVE LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,8033.25
2019-01-11,ZZP654995,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,4704.80
2019-01-11,ZZP654995,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,850.00
2019-01-03,ZZP654505,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,22534.12
