Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,05.03.2019,16.04.2019,GPC03190000348,46.71
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,01.03.2019,16.04.2019,GPC03190000349,5.55
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DEPARTMENT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,28.03.2019,16.04.2019,GPC03190000350,144.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DEPARTMENT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,28.03.2019,16.04.2019,GPC03190000351,144.00
Stockport MBC,Corporate and Support Services,Cultural & Related Services,DEPARTMENT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,28.03.2019,16.04.2019,GPC03190000352,144.00
Stockport MBC,Services to People,Childrens & Educational Services,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,27.03.2019,16.04.2019,GPC03190000353,6.30
Stockport MBC,Services to People,Childrens & Educational Services,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,Travelling Expenses,Human Resources Travel & Subsistence ,27.03.2019,16.04.2019,GPC03190000354,1.20
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Library Equipment,Education Library Books ,22.03.2019,16.04.2019,GPC03190000355,145.89
Stockport MBC,Services to People,Childrens & Educational Services,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Library Equipment,Education Library Books ,23.03.2019,16.04.2019,GPC03190000356,26.92
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Library Equipment,Education Library Books ,08.03.2019,16.04.2019,GPC03190000357,11.37
Stockport MBC,Services to People,Childrens & Educational Services,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Library Equipment,Education Library Books ,11.03.2019,16.04.2019,GPC03190000358,15.82
Stockport MBC,Corporate and Support Services,Central Support Costs,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,26.03.2019,16.04.2019,GPC03190000359,269.99
Stockport MBC,Corporate and Support Services,Central Support Costs,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,20.03.2019,16.04.2019,GPC03190000360,12.60
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPUTER SOFTWARE STORES,Furniture and Equipment,Environmental Services Technical Equipment ,19.03.2019,16.04.2019,GPC03190000361,15.15
