"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"THE UNIVERSITY OF MANCHESTER","GRANTS TO THE NON VOLUNTARY SECTOR","NEIGHBOURHOODS AND ENVIRONMENT","2015-10-16","12000","09000000 |15300000 |15100000 |80000000 |18000000 |38000000 38430000 38636100 38431000 38433000 |38000000 42996400 42900000 42000000 42990000 |45214631 33163000 38000000 33157300 45214610 |42994000 42990000 42900000 42000000 42994200 |33191110 |38000000 24315000 42900000 42000000 42993000 |42300000 42310000 |38000000 42990000 42900000 42000000 |38000000 42000000 42990000 42900000 |38000000 42000000 42990000 44113300 42931100 42900000 39711430 22520000 42931000 |38000000 42500000 39711120 42000000 42990000 39711124 42900000 |42924700 39236000 42924300 42924310 |42924300 42924700 39236000 42924310 |42300000 42942200 42940000 |38431100 38430000 38431200 38431000 31625100 |42514000 42520000 42000000 42500000 |38400000 42924700 38500000 38000000 42924300 |42000000 42990000 31640000 42900000 42712000 42710000 |42931000 42931120 42931110 |38000000 31400000 31000000 42000000 |38000000 31000000 42000000 |42511100 42513000 42500000 42510000 42943500 42113130 42943400 |38425700 38300000 38400000 33123100 |30232100 317123"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","2015-08-13","5440","09000000 |15300000 |15100000 |80000000 |18000000 |38000000 38430000 38636100 38431000 38433000 |38000000 42996400 42900000 42000000 42990000 |45214631 33163000 38000000 33157300 45214610 |42994000 42990000 42900000 42000000 42994200 |33191110 |38000000 24315000 42900000 42000000 42993000 |42300000 42310000 |38000000 42990000 42900000 42000000 |38000000 42000000 42990000 42900000 |38000000 42000000 42990000 44113300 42931100 42900000 39711430 22520000 42931000 |38000000 42500000 39711120 42000000 42990000 39711124 42900000 |42924700 39236000 42924300 42924310 |42924300 42924700 39236000 42924310 |42300000 42942200 42940000 |38431100 38430000 38431200 38431000 31625100 |42514000 42520000 42000000 42500000 |38400000 42924700 38500000 38000000 42924300 |42000000 42990000 31640000 42900000 42712000 42710000 |42931000 42931120 42931110 |38000000 31400000 31000000 42000000 |38000000 31000000 42000000 |42511100 42513000 42500000 42510000 42943500 42113130 42943400 |38425700 38300000 38400000 33123100 |30232100 317123"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","2016-05-16","5440","09000000 |15300000 |15100000 |80000000 |18000000 |38000000 38430000 38636100 38431000 38433000 |38000000 42996400 42900000 42000000 42990000 |45214631 33163000 38000000 33157300 45214610 |42994000 42990000 42900000 42000000 42994200 |33191110 |38000000 24315000 42900000 42000000 42993000 |42300000 42310000 |38000000 42990000 42900000 42000000 |38000000 42000000 42990000 42900000 |38000000 42000000 42990000 44113300 42931100 42900000 39711430 22520000 42931000 |38000000 42500000 39711120 42000000 42990000 39711124 42900000 |42924700 39236000 42924300 42924310 |42924300 42924700 39236000 42924310 |42300000 42942200 42940000 |38431100 38430000 38431200 38431000 31625100 |42514000 42520000 42000000 42500000 |38400000 42924700 38500000 38000000 42924300 |42000000 42990000 31640000 42900000 42712000 42710000 |42931000 42931120 42931110 |38000000 31400000 31000000 42000000 |38000000 31000000 42000000 |42511100 42513000 42500000 42510000 42943500 42113130 42943400 |38425700 38300000 38400000 33123100 |30232100 317123"
"THE UNIVERSITY OF MANCHESTER","TRAINING","PHYSICAL DIS & OLDER PEOPLE","2017-10-18","7700","09000000 |15300000 |15100000 |80000000 |18000000 |38000000 38430000 38636100 38431000 38433000 |38000000 42996400 42900000 42000000 42990000 |45214631 33163000 38000000 33157300 45214610 |42994000 42990000 42900000 42000000 42994200 |33191110 |38000000 24315000 42900000 42000000 42993000 |42300000 42310000 |38000000 42990000 42900000 42000000 |38000000 42000000 42990000 42900000 |38000000 42000000 42990000 44113300 42931100 42900000 39711430 22520000 42931000 |38000000 42500000 39711120 42000000 42990000 39711124 42900000 |42924700 39236000 42924300 42924310 |42924300 42924700 39236000 42924310 |42300000 42942200 42940000 |38431100 38430000 38431200 38431000 31625100 |42514000 42520000 42000000 42500000 |38400000 42924700 38500000 38000000 42924300 |42000000 42990000 31640000 42900000 42712000 42710000 |42931000 42931120 42931110 |38000000 31400000 31000000 42000000 |38000000 31000000 42000000 |42511100 42513000 42500000 42510000 42943500 42113130 42943400 |38425700 38300000 38400000 33123100 |30232100 317123"
"THE UNIVERSITY OF SHEFFIELD","AGENCY STAFF","EARLY HELP AND SCHOOLS","2019-01-25","5650","45000000 |45000000 |79110000 79140000 |22000000 79800000 |80430000 |71315000 |73100000 |85100000 |09000000 |09300000 |09310000 09000000 |38400000 |98370000 |22000000 79800000 |38950000 |38540000 72254100 71632000 38900000 |51100000 71321000 71330000 |33100000 39181000 51430000 |38300000 38400000 42600000 |31120000 71314000 |38432200 |38421000 38570000 71314000 |42900000 43700000 |34144431 34921100 |42410000 44423330 43420000 43400000 51511200 42418900 45262213 42418500 51511000 42419000 |09134230 31120000 34311000 71314000 |38514200 |38000000 |38300000 38412000 38432000 38434000 |38400000 |38433000 |22150000 |48151000 72212781 72212900 48781000 72212420 48900000 72212780 72514100 30211400 72514000 72514200 48421000 |71312000 71310000 71311000 |71311000 71315210 71315200 71317210 |79221000 79412000 |42950000 42900000 42000000 |45261900 45421112 45441000 45453100 |42997300 |85200000 |31000000 42000000 51000000 |85200000 |51100000 71321000 71330000 |38300000 42000000 38500000 38400000 |63515000 |60172000 |438000"
"THE UNIVERSITY OF SHEFFIELD","AGENCY STAFF","EARLY HELP AND SCHOOLS","2019-04-23","8900.67","45000000 |45000000 |79110000 79140000 |22000000 79800000 |80430000 |71315000 |73100000 |85100000 |09000000 |09300000 |09310000 09000000 |38400000 |98370000 |22000000 79800000 |38950000 |38540000 72254100 71632000 38900000 |51100000 71321000 71330000 |33100000 39181000 51430000 |38300000 38400000 42600000 |31120000 71314000 |38432200 |38421000 38570000 71314000 |42900000 43700000 |34144431 34921100 |42410000 44423330 43420000 43400000 51511200 42418900 45262213 42418500 51511000 42419000 |09134230 31120000 34311000 71314000 |38514200 |38000000 |38300000 38412000 38432000 38434000 |38400000 |38433000 |22150000 |48151000 72212781 72212900 48781000 72212420 48900000 72212780 72514100 30211400 72514000 72514200 48421000 |71312000 71310000 71311000 |71311000 71315210 71315200 71317210 |79221000 79412000 |42950000 42900000 42000000 |45261900 45421112 45441000 45453100 |42997300 |85200000 |31000000 42000000 51000000 |85200000 |51100000 71321000 71330000 |38300000 42000000 38500000 38400000 |63515000 |60172000 |438000"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2017-01-27","19248.3","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2018-04-10","20018.3","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 |66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |791"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2019-04-29","18723.7","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2019-08-21","18723.7","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","CUSTOMERS & CORPORATE SERVICES","2015-02-05","11690.2","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","2015-12-18","8500","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFRESHMENTS","FINANCE SERVICES","2016-02-15","12414.4","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","2016-06-08","6477.8","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","2016-07-12","6477.8","66000000 |79970000 |79970000 |48000000 |48000000 72200000 |72200000 |79111000 |48610000 |22100000 22200000 48000000 |22000000 |48611000 |48800000 |48610000 |80500000 |48810000 |79100000 |79100000 |73110000 |79980000 |79980000 |92511000 |79140000 |22112000 |79100000 |79140000 |79980000 |79140000 |79100000 |79100000 |48000000 |66000000 |48000000 |22110000 |79140000 |79000000 |48000000 |48000000 71356300 |79140000 |22110000 |79980000 |48000000 |79140000 |79100000 |79140000 |22000000 |92511000 |92511000 |22110000 |48610000 |79140000 |73110000 |79980000 |48613000 |22110000 |48218000 79311000 |72320000 |79100000 |79100000 |80400000 |79140000 |72511000 |22000000 |22000000 |22000000 |22000000 |22100000 22200000 |79980000 |72212600 "
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2015-01-28","59000","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","BUS EXPENSES","ECONOMY AND ENVIRONMENT","2015-03-24","47500","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ENVIRONMENTAL WORKS LANDSCAPE","ECONOMY AND ENVIRONMENT","2015-05-19","9808","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2015-06-22","6000","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ARCHITECTS FEES","PROPERTY AND HIGHWAYS","2015-09-11","8828.4","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","NEW CONSTRUCTION","PROPERTY AND HIGHWAYS","2016-02-19","7437.15","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","ECONOMY DIRECTORATE","2016-02-23","10000","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","BUS EXPENSES","ECONOMY DIRECTORATE","2016-03-18","36416","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2016-09-22","10750","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2016-11-17","31000","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2017-01-30","14861","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ADVERTISING","NEIGHBOURHOODS AND ENVIRONMENT","2019-12-03","13500","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
