"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2018-04-19","586343","48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2018-04-19","586343","48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-03-07","12953.5","72000000 |48000000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-03-22","10457","72000000 |48000000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-12","47353","72000000 |48000000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-12","586343","72000000 |48000000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-17","7322","72000000 |48000000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2019-10-07","586343","72000000 |72261000 |72000000 |72000000 "
"AGILISYS LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","2015-03-16","7000","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","SOFTWARE","FINANCE SERVICES","2016-01-18","14850","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2014-10-16","19431","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2014-12-18","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2014-12-18","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2014-12-18","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","DISPOSAL OF FIXED ASSET - ASSET NBV","CUSTOMERS & CORPORATE SERVICES","2014-12-18","157560","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2014-12-18","25836","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-01-20","82710.3","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-01-20","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-01-20","12917.8","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-02-25","91697.9","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-02-25","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-04","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-04","78780.2","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-04","12917.8","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-12","63021","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-26","40974","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-22","12918","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-23","121352","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-23","78780.2","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-21","7192","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-21","6444","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","1456220","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","945363","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","155014","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-10-16","14909.3","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-12-08","106314","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-12-08","106314","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-01-11","425254","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-02-24","66540","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","94708","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","917514","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","563111","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-05-13","5021","79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-25","563111","66170000 72000000 73220000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-26","17504","66170000 72000000 73220000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-11-10","54217","66170000 72000000 73220000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-20","48775.2","72000000 |79411000 79413000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","586343","72000000 |79411000 79413000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","586343","72000000 |79411000 79413000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","47353","72000000 |79411000 79413000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-08-29","20724.5","48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 "
"ALLIANCE DISPOSABLES LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-06-13","32982.5","39222100 |39310000 |39222000 |39310000 |24000000 33711500 33760000 33770000 39800000 98341130 |39220000 "
"ARCO","EQUIPMENT - GENERAL","ECONOMY AND ENVIRONMENT","2014-11-21","8082.3","72000000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2017-05-21","41160","73000000 |71320000 |71311210 |71320000 |73000000 |71200000 |71311000 |72000000 |73000000 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |71312000 71311000 79410000 72224000 71313000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","SITE INVESTIGATION","NEIGHBOURHOODS AND ENVIRONMENT","2017-06-12","10000","73000000 |71320000 |71000000 |71311210 |71320000 |73000000 |71200000 |71311000 |72000000 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |71312000 71311000 79410000 72224000 71313000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","REPAIRS & ALTS OF BUILDINGS","PROPERTY AND HIGHWAYS","2017-11-09","44040","73000000 |73000000 |71316000 |71000000 |73220000 |72000000 |71000000 |72220000 |71320000 |73000000 |71200000 |72000000 |71314200 71314300 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2017-11-20","40488","73000000 |73000000 |71316000 |71000000 |73220000 |72000000 |71000000 |72220000 |71320000 |73000000 |71200000 |72000000 |71314200 71314300 |71311000 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-04-13","100750","73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |71240000 |73000000 |79000000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |79000000 |63700000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 |73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |71240000 |73000000 |79000000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |486"
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-05-23","110659","73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |79000000 |63700000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 |73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |486"
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-06-29","89040","73200000 |71311200 |71313000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |79000000 |63700000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 |73200000 |71311200 |71313000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-06-29","89040","73200000 |71311200 |71313000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |79000000 |63700000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 |73200000 |71311200 |71313000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2019-02-26","53700","71000000 |73200000 |71311200 |71313000 |73410000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73220000 |72000000 |71000000 |71320000 |71200000 |70000000 71000000 79300000 90710000 45112450 63712700 |45112450 63712700 70000000 71000000 79300000 90710000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |75000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2019-10-23","40000","71000000 |73200000 |71311200 |71311200 |71311000 |09300000 71350000 |71313000 |45262640 |79000000 |71315200 71321000 |72000000 |79000000 |45000000 50000000 63000000 |48000000 |73000000 |73000000 |71240000 |71320000 |70000000 71000000 79300000 90710000 45112450 63712700 |45112450 63712700 70000000 71000000 79300000 90710000 |71314200 71314300 |71312000 |73000000 79000000 71318000 |98112000 |71200000 71250000 71221000 71223000 71251000 71210000 71240000 71220000 71222000 71000000 |71311000 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71300000 |71500000 71600000 71800000 71313000 71315000 71312000 71311000 71314000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2019-12-18","5000","71000000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |71621000 |71621000 |71311200 |71311200 |98112000 |71311000 |09300000 71350000 |71313000 |45262640 |79000000 |71315200 71321000 |72000000 |79000000 |45000000 50000000 63000000 |48000000 |73000000 |73000000 |71320000 |70000000 71000000 79300000 90710000 45112450 63712700 |45112450 63712700 70000000 71000000 79300000 90710000 |71314200 71314300 |71312000 |73000000 79000000 71318000 |98112000 |71200000 71250000 71221000 71223000 71251000 71210000 71240000 71220000 71222000 71000000 |71311000 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |34620000 60200000 66171000 |71300000 |71500000 71600000 71800000 71313000 71315000 71312000 71311000 71314000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","2017-08-02","10250","71321100 |73000000 |73000000 |71320000 |72000000 |71000000 |71320000 |73000000 |71200000 |71311000 |72000000 |71314200 71314300 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |71312000 71311000 79410000 72224000 71313000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","PLANNING APPLICATION FEES","ECONOMY DIRECTORATE","2017-08-03","15500","71321100 |73000000 |73000000 |71320000 |72000000 |71000000 |71320000 |73000000 |71200000 |71311000 |72000000 |71314200 71314300 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |71312000 71311000 79410000 72224000 71313000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","2017-12-15","45600","71244000 71313200 71356400 71530000 79933000 |73000000 |73000000 |73000000 |71316000 |71000000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71311000 |79000000 |63700000 |73200000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |79000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 "
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","2018-04-27","13624.7","73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |71240000 |73000000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |79000000 |63700000 |75000000 |79411000 72224000 66171000 79200000 79210000 79211000 79311400 90713000 66122000 79311410 79400000 79212100 72221000 66100000 79212300 60200000 71314000 66152000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |71000000 |71000000 |71311000 71313000 71530000 71312000 71315000 71351000 |71311000 |73200000 |71311200 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |71240000 |73000000 |73220000 |72000000 |71000000 |72220000 |71320000 |71200000 |72000000 |71314200 71314300 |71000000 |71200000 71300000 71500000 71800000 90000000 |48613000 |71311000 |790"
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-01-28","1500000","44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-03-27","623206","44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-05-01","4191000","44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-09-03","2630150","44113910 |44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-10-03","1309990","44113910 |44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-10-29","961662","44113910 |44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-12-06","968572","34928500 34928510 |45233000 |44113910 |44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BALFOUR BEATTY LIVING PLACES","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS","2019-12-17","882134","34928500 34928510 |45233000 |44113910 |44163110 44163111 44163112 45232450 45232451 45232452 45300000 90733500 90733800 |45200000 45310000 45330000 45340000 45400000 50700000 90400000 90900000 |71311000 71600000 79900000 |71631480 |45200000 50230000 |50230000 90610000 |45233000 "
"BARNARDOS","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS","2017-09-15","12750","85000000 |85000000 85311300 |80000000 85000000 |80000000 85000000 |85000000 98000000 |85000000 |85300000 85311300 85310000 85312300 85312000 |85000000 |85000000 |85000000 |85300000 |85312300 85312310 85300000 |85323000 85000000 |85000000 |70333000 |80000000 |80000000 85000000 |80000000 85000000 |85000000 |85000000 |75231200 |85300000 |85320000 85300000 |85000000 |80000000 85000000 |80100000 80110000 80000000 85000000 85320000 85300000 85310000 85321000 98000000 85323000 |85311300 |85311300 |85312300 |85000000 |85000000 |85000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |85000000 98000000 |85000000 |80500000 85000000 |85311300 "
